Target,Text,Text_es
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,"Nada, pero solo pensamos que preguntarías porque no te hemos visto... Pero fuimos a Mount Faber ayer... Ayer ya salimos, así que hoy no vamos a salir... Solo llámame..."
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",Deseándote a ti y a tu familia una Feliz Navidad y un Próspero Año Nuevo por adelantado.
spam,UR awarded a City Break and could WIN a Ã¥Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Ã¥Â£1.50perWKsub,UR ganó un City Break y podría GANAR un vale de £200 para una compra de verano cada semana. Envía STORE al 88039. SkilGme. TsCs087147403231Winawk! Edad 16 £1.50 por suscripción semanal.
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...","No voy a ir, tengo algo, a menos que se reúnan para cenar... Jaja, me pregunto quién irá esta vez..."
ham,"Sorry, I'll call later","Lo siento, llamaré más tarde."
ham,I cant pick the phone right now. Pls send a message,"No puedo contestar el teléfono en este momento. Por favor, envía un mensaje."
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,"¡Jaja, lo sé! Son tan dramáticos. Las escuelas ya están cerradas para mañana. Aparentemente, no podemos conducir con la pulgada de nieve que se supone que vamos a recibir."
ham,Not getting anywhere with this damn job hunting over here!,¡No estoy llegando a ninguna parte con esta maldita búsqueda de trabajo aquí!
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,"¡Jaja! ¡Eres un borracho! Solo me estoy peinando en este momento. Sí, todavía estoy lista para esta noche. ¿Cuál es el plan?"
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row","idc, ven aquí, no te vas a salir con la tuya en esta mierda dos veces seguidas."
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,Estaré allí en <#> minutos. ¿Tienes espacio?
ham,Just sleeping..and surfing,Solo durmiendo... y navegando.
ham,Thanks for picking up the trash.,Gracias por recoger la basura.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,¿Por qué no le dices a tu amigo que no estás seguro de querer vivir con él porque fuma demasiado y luego pasas horas suplicándole que venga a fumar?
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""","Hola, soy Kate. Fue encantador verte esta noche y te llamaré mañana. ¡Tuve la oportunidad de cantar y un chico me dio su tarjeta! xxx"
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,"Feliz Año Nuevo, querido hermano. Realmente te extraño. Acabo de conseguir tu número y decidí enviarte este mensaje deseándote solo felicidad. Abiola"
ham,That means get the door,Eso significa abrir la puerta.
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,"¿Tu opinión sobre mí? 1. Sobre 2. Jada 3. Kusruthi 4. Adorable 5. Silencioso 6. Personaje especial 7. No maduro 8. Elegante 9. Sencillo Por favor, responde."
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?","Hmm ... Pensé que dijimos 2 horas de esclavitud, no 3 ... Estás tarde ... ¿Cómo debería castigarte?"
ham,Beerage?,¿Bebida?
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,Tienes un importante anuncio de servicio al cliente de PREMIER. ¡Llama al TELÉFONO GRATUITO 0800 542 0578 ahora!
ham,Dont think so. It turns off like randomlly within 5min of opening,No lo creo. Se apaga de forma aleatoria a los 5 minutos de abrirlo.
ham,"She was supposed to be but couldn't make it, she's still in town though","Se suponía que iba a estar, pero no pudo hacerlo, aunque todavía está en la ciudad."
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,Lo hace por sí solo. La mayor parte del tiempo corrige mi ortografía. Pero a veces elige una palabra completamente diferente. No hay forma de entenderlo.
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),¿Alguna vez has pensado en vivir una buena vida con una pareja perfecta? Simplemente responde con NOMBRE y EDAD para unirte a la comunidad móvil. (100p/SMS)
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, Ã¥Â£3 per pole. UnSub 08718727870.","5 tonos polifónicos gratuitos llama al 087018728737, tarifa nacional. Recibe una melodía polifónica cada semana, solo envía un mensaje de texto con SUBPOLY al 81618, £3 por tono. Para darte de baja, envía UnSub al 08718727870."
ham,Gud mrng dear hav a nice day,"Buen día, querido. Que tengas un buen día."
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,"Espero que hayas disfrutado tu juego ayer. Lamento no haber estado en contacto, pero por favor sabe que te tengo cariñosamente en mente. Que tengas una gran semana. Abiola"
ham,All e best 4 ur driving tmr :-),¡Todo lo mejor para tu conducción mañana! :-)
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÃ¥ÃS AL!!!!!!!!!,"¿Y? ¿Dónde estás, aliento de perro? ¡Solo suena como si Jan C estuviera allí! ¡¡¡¡AL!!!!!!!!!"
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,"Dios mío, quiero gritar. Me pesé y ¡he perdido más peso! ¡Woohoo!"
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,Generalmente no hay uno. Es un sustantivo incontable - u en el diccionario. ¿piezas de investigación?
ham,it's really getting me down just hanging around.,realmente me está deprimiendo estar solo por aquí.
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa","Cliente de Orange, ahora puede reclamar su actualización GRATUITA a un TELÉFONO CON CÁMARA por su lealtad. Llame ahora al 0207 153 9996. La oferta termina el 14 de marzo. Se aplican términos y condiciones. Opción de exclusión disponible."
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""","Petey, chico, ¿dónde estás? Yo y todos tus amigos estamos en el Kingshead, ven si puedes. Con amor, Nic."
ham,Ok i msg u b4 i leave my house.,"Está bien, te mando un mensaje antes de salir de mi casa."
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""","""Dame unos minutos"" fue hace <#> minutos."
spam,"Last Chance! Claim ur Ã¥Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Ã¥Â£3.00 Sub. 16","¡Última oportunidad! ¡Reclama hoy vales de descuento por valor de £150! Envía SHOP al 85023 ahora. SavaMob, ¡ofertas móviles! Términos y condiciones SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,La cita es a las <TIME> a.m. No es mi culpa que no escuches. Te lo dije dos veces.
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,"¡Gratis la primera semana! El tono No. 1 de Nokia para tu móvil cada semana, solo envía un mensaje de texto con NOKIA al 8077. Empieza a enviar mensajes y cuéntaselo a tus amigos. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
spam,You have won a guaranteed Ã¥Â£200 award or even Ã¥Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,"Has ganado un premio garantizado de £200 o incluso £1000 en efectivo. Para reclamar tu premio, llama gratis al 08000407165 (18+) y detente en 88222 PHP. RG21 4JX"
ham,K I'll be there before 4.,Estaré allí antes de las 4.
ham,I dled 3d its very imp,"Lo descargué en 3D, es muy importante."
ham,"sure, but make sure he knows we ain't smokin yet","Claro, pero asegúrate de que sepa que aún no estamos fumando."
ham,Boooo you always work. Just quit.,"Boooo, siempre trabajas. Simplemente renuncia."
ham,I am taking half day leave bec i am not well,Estoy tomando medio día de licencia porque no me siento bien.
ham,Ugh I don't wanna get out of bed. It's so warm.,"Ugh, no quiero salir de la cama. Está tan cálido."
ham,S:)s.nervous  &lt;#&gt; :),S:)s.nervioso <#> :)
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,"Así que hay un anillo que viene con los disfraces de los chicos. Está ahí para que puedan regalarlo a sus futuras esposas. Pista, pista."
spam,Congratulations ur awarded either Ã¥Â£500 of CD gift vouchers & Free entry 2 our Ã¥Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,"Felicidades, has ganado ya sea £500 en vales de regalo de CD y entrada gratuita a nuestro sorteo semanal de £100. Envía un mensaje de texto con la palabra MUSIC al 87066. Términos y condiciones en www.Ldew.com1win150ppmx3age16."
ham,I borrow ur bag ok.,"Te tomo prestada tu bolsa, ¿está bien?"
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT","Fuiste superado en la puja por simonwatson5120 en el reproductor de DVD Shinco. Vuelve a pujar, visita sms.ac/smsrewards. Para finalizar las notificaciones de puja, responde END OUT."
ham,Where's my boytoy? I miss you ... What happened?,¿Dónde está mi chico juguete? Te extraño... ¿Qué pasó?
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up","Él tiene muchos usados, cariño, pero el modelo no ayuda. Tienes que traerlo y él lo emparejará."
ham,Also are you bringing galileo or dobby,¿También traes a Galileo o a Dobby?
ham,Then why you not responding,"Entonces, ¿por qué no respondes?"
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÃ¥ÃLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""","¡Hola, cariño! ¿Estás disfrutando tu trabajo? ¡Pareces estar llevándote bien, amor! Espero que estés bien. Cuídate y hablaré contigo pronto. Muchos besos. XXXX."
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,"¡Buenas tardes, luz de estrella! ¿Cómo está mi chico juguetón? ¿Ya me desea? ¿Anhela tenerme? *toma un cappuccino* Te extraño, cariño *beso juguetón*"
ham,On the road so cant txt,"En la carretera, así que no puedo enviar mensajes de texto."
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SMSSERVICES. Para tus créditos de texto inclusivos, por favor visita www.comuk.net login= 3qxj9 para darte de baja con STOP, sin cargo adicional. ayuda 08702840625.COMUK. 220-CM2 9AE"
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,"25p 4 la canción ""Children in Need"" de Alfie Moon en tu móvil. Dile a tus amigos. Envía un mensaje de texto con ""Tone charity"" al 8007 para Nokias o ""Poly charity"" para Polys: zed 08701417012, las ganancias son para la caridad."
ham,Have a good evening! Ttyl,¡Que tengas una buena tarde! Hablamos luego.
ham,Hmm .. Bits and pieces lol ... *sighs* ...,"Hmm... Pedacitos y fragmentos, jaja... *suspira*..."
ham,Hahaha..use your brain dear,"Jajaja.. usa tu cerebro, querido."
ham,Hey. You got any mail?,Hola. ¿Tienes correo?
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around","Lo siento, la luz se puso verde, me refería a que otro amigo quería <#> que valga, pero puede que no esté cerca."
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,"Gracias por ayer, señor. Ha sido maravilloso. Espero que hayas disfrutado del entierro. MojiBiola"
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,"Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llama al 09065174042. Para darte de baja, responde REVELA STOP. 1.50 por mensaje recibido. Atención al cliente 07821230901."
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenÃ¥Ãt sent u 1 in ages started driving so stay off roads!RVx,"Hola amigo, soy RV. ¿Tuviste unas buenas vacaciones? Solo un mensaje para decir hola porque no te he enviado uno en ages. Empecé a conducir, así que ¡mantente alejado de las carreteras! RVx"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062","Estimado titular del vale, para reclamar la oferta de esta semana, en su PC por favor visite http://www.e-tlp.co.uk/expressoffer Se aplican términos y condiciones. Para detener los mensajes de texto, envíe STOP al 80062."
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago","Muchas gracias. Cuando hicimos una videollamada con KZ y Sura, no tuvimos el placer de tu compañía. Espero que estés bien. Te hemos dado un ultimátum, ¡oh! Estamos contando los días para Aburo. ¡Disfruta! Este es el mensaje que envié hace días."
ham,Surely result will offer:),Seguramente el resultado ofrecerá :)
ham,Good Morning my Dear........... Have a great &amp; successful day.,"Buenos días, mi querido........... Que tengas un gran y exitoso día."
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,"¿Quieres 750 minutos a cualquier hora y en cualquier red, 150 mensajes de texto y un NUEVO teléfono con VIDEO por solo cinco libras a la semana? Llama al 08002888812 o responde para la entrega mañana."
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks","Señor, he estado atrasado en el pago del alquiler durante los últimos meses y tuve que pagar un cargo de $ <#>. Sentí que sería descortés de mi parte insistir sobre algo que usted ofrece a un gran costo para sí mismo y por eso no hablé. Sin embargo, estoy en una recesión y no podré pagar el cargo este mes, de ahí mi solicitud con anticipación al final del mes. ¿Puede ayudarme, por favor? Gracias."
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,"Intentamos contactarte respecto a nuestra oferta del Nuevo Teléfono de Video 750, minutos de cualquier red a mitad de precio. Alquila una cámara de video llamando al 08000930705 o responde para la entrega el miércoles."
spam,Last chance 2 claim ur Ã¥Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Ã¥Â£3.00 Sub. 16 . Remove txt X or STOP,Última oportunidad para reclamar tus £150 en vales de descuento. ¡Envía YES al 85023 ahora! SavaMob - ofertas para miembros. Términos y condiciones móviles 08717898035. £3.00 de suscripción. 16. Envía X o STOP para eliminar.
ham,I luv u soo much u donÃ¥Ãt understand how special u r 2 me ring u 2morrow luv u xxx,"Te amo tanto, no entiendes lo especial que eres para mí. Te llamo mañana, te amo xxx."
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.","Por favor, envíame un correo completo sobre a quién le estoy pagando, cuándo y cuánto."
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,La madre de nuestro Prashanthettan falleció anoche. Oren por ella y su familia.
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ","¡Urgente! Llama al 09066350750 desde tu línea fija. Tu vacaciones de cortesía de 4* en Ibiza o 10,000 en efectivo te esperan para ser recogidos. SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,K.k:)when are you going?,K.k:) ¿cuándo te vas?
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,"Mientras tanto, en la suite de mierda: Xavier decidió darnos <#> segundos de advertencia de que Samantha venía y está tocando la guitarra de Jay para impresionarla o algo así. Además, no creo que Doug se dé cuenta de que ya no vivo aquí."
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,Mi estómago ha pasado por tanto trauma que juro que simplemente no puedo comer. Es mejor que pierda peso.
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,Estoy en la oficina :) ¿Cuál es el problema? Mándame un mensaje ahora. Te llamaré en el descanso :).
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later","Sí, apenas hay suficiente espacio para los dos, x tiene demasiados zapatos. Lo siento, amigo, nos vemos luego."
spam,"Today's Offer! Claim ur Ã¥Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Ã¥Â£3.00 Sub. 16 . Unsub reply X","¡Oferta de hoy! ¡Reclama tus vales de descuento por valor de £150! Envía YES al 85023 ahora. SavaMob, ¡ofertas para miembros móviles! T Cs 08717898035. £3.00 Sub. 16. Para darte de baja, responde X."
ham,U reach orchard already? U wan 2 go buy tickets first?,¿Ya llegaste al huerto? ¿Quieres ir a comprar los boletos primero?
ham,"I am real, baby! I want to bring out your inner tigress...","¡Soy real, cariño! Quiero sacar a relucir tu tigresa interior..."
ham,No da if you run that it activate the full version da.,"No importa si ejecutas eso, activa la versión completa."
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""","¡Pobrecito bebé! Espero que te sientas mejor, ¡te quiero! Probablemente fue una sobredosis de trabajo. Ten cuidado, hablamos pronto. Con mucho amor, Jen XXX."
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,Detén la historia. Le he dicho que lo he devuelto y él dice que no debería volver a pedirlo.
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,¡Habla sexy! Haz nuevos amigos o enamórate en el servicio de citas por texto más discreto del mundo. Simplemente envía VIP al 83110 y descubre a quién podrías conocer.
ham,Going to take your babe out ?,¿Vas a llevar a tu chica a salir?
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,"Hola, Ana. Mañana llegaré por la mañana. Estaré allí en Sathy y luego iremos a la oficina del RTO. Respóndeme después de que llegues a casa."
ham,Spoons it is then okay?,"Entonces, ¿cucharas está bien?"
ham,Did he just say somebody is named tampa,¿Acaba de decir que alguien se llama Tampa?
ham,In work now. Going have in few min.,En el trabajo ahora. Voy a tener en unos minutos.
ham,Your brother is a genius,Tu hermano es un genio.
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you","Lo siento, supongo que cuando pueda contactar a mis conexiones, ¿quizás una hora o dos? Te enviaré un mensaje."
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,¿Descubriste a qué hora pasa el autobús? Porque necesito organizar algunas cosas.
ham,Dude ive been seeing a lotta corvettes lately,"Amigo, he estado viendo muchos Corvettes últimamente."
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Ã¥Â£1.50pm approx 3mins,"Felicidades, has ganado un suministro de CDs de Virgin Records por un año o un regalo misterioso GARANTIZADO. Llama al 09061104283. Términos y condiciones www.smsco.net £1.50 por minuto, aproximadamente 3 minutos."
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter","Igual aquí, pero considero que las paredes, los búnkeres y esas cosas son importantes solo porque nunca juego en modo pacífico, pero supongo que tu lugar es lo suficientemente alto como para que no importe."
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,¡PRIVADO! Su estado de cuenta de 2003 para 07808 XXXXXX muestra 800 puntos S. I. M. no canjeados. Llame al 08719899217 Código de identificación: 41685 Expira el 07/11/04.
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,Hola. Necesitamos algunas chicas y chicos elegantes para probar productos de Champneys. ¿Puedo apuntarte? Necesito tu dirección y fecha de nacimiento lo antes posible. Gracias.
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,¿Qué quieres para Navidad? ¿Qué tal 100 mensajes de texto gratis y un nuevo teléfono de video con alquiler de línea a mitad de precio? ¡Llama gratis ahora al 0800 0721072 para saber más!
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!","Bueno, estoy oficialmente en un agujero filosófico, así que si quieres llamar, estoy en casa listo para ser salvado."
ham,Its going good...no problem..but still need little experience to understand american customer voice...,Está yendo bien... no hay problema... pero aún necesito un poco de experiencia para entender la voz del cliente americano...
ham,I'll text you when I drop x off,Te enviaré un mensaje cuando deje a x.
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,"Ugh, ha sido un día largo. Estoy exhausto. Solo quiero acurrucarme y tomar una siesta."
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,"Habla contigo mismo al menos una vez al día...!!! De lo contrario, te perderás a tu mejor AMIGO en este MUNDO...!!! -Shakespeare- SHESIL"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, Ã¥Â£500 Cash or Ã¥Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Compra hasta que te caigas, ¿ERES TÚ?, ya sea £10,000, £5,000, £500 en efectivo o un vale de viaje de £100, llama ahora, 09064011000. NTT PO Box CR01327BT, costo de línea fija 150ppm, móvil varía."
ham,Are you in castor? You need to see something,¿Estás en castor? Necesitas ver algo.
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,¡Quiz de Sunshine Semanal! Gana un reproductor de DVD Sony de primera si sabes en qué país jugó Liverpool a mitad de semana. Envía tu respuesta al 82277. £1.50 SP: Tyrone
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"Tienes un admirador secreto que está buscando contactarte. Descubre quién es, revela quién piensa que eres tan especial. Llama al 09058094565."
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,"Tienes un admirador secreto que está buscando contactarte. Descubre quién es, revela quién piensa que eres tan especial. Llama al 09065171142. Detener SMS al 08."
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Recordatorio: No has descargado el contenido por el que ya has pagado. Ve a http://doit.mymoby.tv/ para recoger tu contenido.
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.","Mira, sabía que darte un respiro unas cuantas veces llevaría a que siempre quisieras saltarte el toque de queda. Iba a dejarte salir hasta la una, pero una película a la medianoche no va a terminar hasta después de las 2. Necesitas volver a casa. Necesitas dormir y, si acaso, necesitas estar estudiando entrenamiento auditivo."
ham,I love to give massages. I use lots of baby oil... What is your fave position?,Me encanta dar masajes. Uso mucho aceite para bebés... ¿Cuál es tu posición favorita?
ham,Dude we should go sup again,"Amigo, deberíamos ir a surfear de nuevo."
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,"Yoyyooo, ¿sabes cómo cambiar los permisos de una unidad en Mac? Mi unidad flash USB."
ham,Gibbs unsold.mike hussey,Gibbs no vendido. Mike Hussey
ham,I like to talk pa but am not able to. I dont know y.,"Me gusta hablar, pero no puedo. No sé por qué."
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,"Y el corte está demasiado corto, ¿verdad? ¿No te gusta? Ella fracasó. Está bastante triste."
ham,You unbelievable faglord,Eres un increíble idiota.
ham,Wife.how she knew the time of murder exactly,Esposa. Cómo supo la hora del asesinato exactamente.
ham,Why do you ask princess?,"¿Por qué preguntas, princesa?"
ham,I am great princess! What are you thinking about me? :),¡Soy una gran princesa! ¿Qué piensas de mí? :)
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie tú.
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,"Está bien, sé que estás ocupado, pero realmente estoy muy aburrido, así que te escribo. También no sé qué color eligió para mí."
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,¿No tiene g clase temprano mañana y por lo tanto no debería intentar fumar en &lt;#&gt;?
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""","Pensamiento excelente: ""Sé agradecido de que no tienes todo lo que quieres. Eso significa que aún tienes la oportunidad de ser más feliz mañana de lo que eres hoy."" :)"
ham,Hope you are having a good week. Just checking in,Espero que estés teniendo una buena semana. Solo quería saber cómo estás.
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.","Estoy acostumbrado a ello. Solo espero que mis agentes no me dejen, ya que solo he reservado algunas cosas este año. Todo este asunto de yo en Boston y ellos en Nueva York fue un experimento."
ham,"Thursday night? Yeah, sure thing, we'll work it out then","¿Jueves por la noche? Sí, claro, lo resolveremos entonces."
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML","Tu tono de llamada gratuito está esperando a ser recogido. Simplemente envía el mensaje de texto con la contraseña ""MIX"" al 85069 para verificar. Consigue a Usher y Britney. FML"
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,Probablemente preocupaciones financieras. Las cosas están venciendo y tengo varias facturas pendientes por el trabajo que hice hace dos y tres meses.
ham,How is it possible to teach you. And where.,¿Cómo es posible enseñarte? ¿Y dónde?
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe","Me pregunto si la batería de tu teléfono se agotó. Tenía que decirte, te amo, cariño."
ham,Lovely smell on this bus and it ain't tobacco... ,Olor encantador en este autobús y no es tabaco...
ham,"We're all getting worried over here, derek and taylor have already assumed the worst","Todos estamos preocupados aquí, Derek y Taylor ya han asumido lo peor."
ham,Hey what's up charles sorry about the late reply.,"Hola, ¿qué tal, Charles? Disculpa por la respuesta tardía."
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","¡Todo lo último de Stereophonics, Marley, Dizzee Rascal, Libertines y The Strokes! ¡Gana juegos Nookii con Flirt! Haz clic en el marcador de TheMob WAP o envía un mensaje de texto con WAP al 82468."
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,"Se lo daré una vez que lo tenga. Además, ella dijo que te saluda cada vez que hablamos."
ham,WHITE FUDGE OREOS ARE IN STORES,OREOS DE FUDGE BLANCO ESTÁN EN LAS TIENDAS
